customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
7789-HKSBS,0,1,0,0,42,0,1,1,1,0,1,0,1,1,1,1,0,105.2,4418.400000000001,0
7416-CKTEP,0,0,0,0,57,0,0,2,0,0,0,0,0,0,2,1,0,19.6,1117.2,0
2586-CWXVV,1,0,0,0,54,0,0,0,0,1,0,0,0,0,0,0,2,30.4,1641.6,0
3096-IZETN,0,0,0,0,12,0,0,1,0,0,0,0,0,1,0,0,0,78.1,937.1999999999999,1
2348-KCJLT,0,0,0,0,44,0,0,0,1,1,1,0,0,0,1,1,3,61.5,2706.0,0
8401-EMUWF,1,0,0,0,42,0,1,0,1,1,0,0,1,0,0,1,0,69.4,2914.8,0
4193-IBKSW,1,0,0,0,72,0,1,2,0,0,0,0,0,0,2,0,0,24.75,1782.0,0
5377-NDTOU,0,0,0,0,71,0,1,0,1,1,1,1,1,1,2,0,3,91.05,6464.55,0
5922-ABDVO,0,0,0,0,19,0,1,1,0,0,1,0,0,1,0,0,3,89.65,1703.3500000000001,1
2474-LCNUE,0,0,0,0,23,0,1,0,0,0,0,1,1,1,0,1,1,73.65,1693.95,0
0839-QNXME,0,0,0,0,30,0,0,2,0,0,0,0,0,0,2,0,1,19.4,582.0,0
3506-OVLKD,1,0,0,0,35,0,1,2,0,0,0,0,0,0,1,0,0,26.2,917.0,0
9172-ANCRX,0,0,0,0,10,0,1,1,1,0,0,0,1,1,0,1,2,98.7,987.0,1
6650-VJONK,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,43.85,43.85,0
2178-PMGCJ,1,0,0,0,22,0,0,1,0,0,0,0,0,0,0,1,3,69.7,1533.4,0
7492-TAFJD,1,0,0,0,7,0,0,0,1,1,1,0,0,0,2,0,3,38.55,269.84999999999997,0
2773-MADBQ,0,0,0,0,36,0,0,0,1,1,1,1,0,1,2,1,3,53.1,1911.6000000000001,0
6016-LVTJQ,0,0,0,0,34,0,0,2,0,0,0,0,0,0,0,0,3,20.65,702.0999999999999,0
7860-KSUGX,1,0,0,0,72,0,1,0,1,1,1,0,0,0,2,0,1,64.45,4640.400000000001,0
8966-KZXXA,1,0,0,0,36,0,1,2,0,0,0,0,0,0,2,0,1,25.1,903.6,0
6910-HADCM,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,76.35,76.35,1
4816-LXZYW,0,0,0,0,23,0,1,1,0,1,0,0,0,0,0,1,2,79.15,1820.45,1
9606-PBKBQ,1,1,0,0,32,0,1,1,0,0,0,0,0,1,0,1,2,85.0,2720.0,1
5149-QYTTU,0,0,0,0,71,0,1,1,1,1,1,1,0,0,1,1,1,95.15,6755.650000000001,0
2070-XYMFH,0,1,0,0,23,0,1,1,0,0,1,0,0,0,0,1,3,79.35,1825.05,0
2085-BOJKI,1,0,0,0,17,0,0,1,0,0,1,0,1,1,1,1,0,96.65,1643.0500000000002,0
0817-HSUSE,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,2,75.5,75.5,0
5442-PPTJY,1,0,0,0,12,0,0,2,0,0,0,0,0,0,2,0,3,19.7,236.39999999999998,0
1927-QEWMY,0,0,0,0,72,0,0,2,0,0,0,0,0,0,2,0,1,20.5,1476.0,0
1663-MHLHE,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,19.2,19.2,0
5663-QBGIS,1,1,0,0,72,0,1,1,0,1,0,0,1,1,2,0,0,98.35,7081.2,0
4450-MDZFX,1,0,0,0,60,0,1,1,0,0,0,0,0,0,0,0,0,74.35,4461.0,0
6701-DHKWQ,0,0,0,0,61,0,0,0,0,1,1,1,1,0,2,0,1,51.35,3132.35,0
7554-AKDQF,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,45.65,273.9,0
3536-IQCTX,1,1,0,0,32,0,1,1,0,0,0,0,0,1,0,0,2,85.3,2729.6,1
4911-BANWH,0,0,0,0,31,0,1,1,0,0,0,0,1,0,0,1,1,86.55,2683.0499999999997,1
8496-EJAUI,1,0,0,0,19,0,0,1,0,1,0,0,0,0,0,1,1,73.85,1403.1499999999999,1
0794-YVSGE,1,0,0,0,72,0,0,2,0,0,0,0,0,0,2,0,0,20.3,1461.6000000000001,0
5423-BHIXO,0,0,0,0,32,0,1,0,0,1,0,0,0,0,0,1,2,54.2,1734.4,0
6908-VVYHM,1,0,0,0,65,0,1,1,0,1,0,0,0,1,0,1,2,90.65,5892.25,0
2959-EEXWB,0,0,0,0,45,0,0,0,1,0,0,0,1,1,0,1,0,50.9,2290.5,0
1839-UMACK,1,0,0,0,42,0,1,2,0,0,0,0,0,0,1,0,2,25.05,1052.1000000000001,0
3030-YDNRM,1,0,0,0,8,0,1,1,0,0,0,0,0,0,0,1,2,74.85,598.8,0
7321-KKSDU,1,0,0,0,32,0,0,2,0,0,0,0,0,0,2,0,3,20.5,656.0,0
3402-XRIUO,0,1,0,0,22,0,1,0,1,1,0,1,0,0,0,1,3,63.55,1398.1,0
3132-TVFDZ,1,1,0,0,57,0,0,0,0,0,0,0,1,1,0,1,2,44.85,2556.4500000000003,1
8286-AFUYI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,47.95,47.95,0
8080-DDEMJ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,45.1,45.1,1
8356-WUAOJ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,45.0,45.0,0
6365-MTGZX,1,0,0,0,24,0,0,1,0,0,0,1,1,1,0,1,2,96.0,2304.0,1
1349-WXNGG,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,20.05,20.05,1
8058-DMYRU,1,1,0,0,54,0,1,1,0,1,0,0,0,1,0,1,2,90.05,4862.7,0
9350-ZXYJC,0,0,0,0,4,0,1,2,0,0,0,0,0,0,2,1,1,25.3,101.2,0
6990-YNRIO,1,0,0,0,65,0,1,1,1,0,1,1,1,1,2,0,0,108.65,7062.25,1
8958-JPTRR,0,0,0,0,56,0,1,2,0,0,0,0,0,0,1,0,2,24.3,1360.8,0
6959-GQEGV,1,0,0,0,45,0,0,0,1,0,1,0,1,1,0,1,2,75.95,3417.75,0
3173-WSSUE,0,0,0,0,71,0,0,2,0,0,0,0,0,0,2,0,1,19.7,1398.7,0
1265-HVPZB,1,0,0,0,59,0,0,0,1,1,1,0,1,0,1,0,1,66.4,3917.6000000000004,0
4115-UMJFQ,1,0,0,0,69,0,0,0,0,1,1,0,0,0,1,1,0,35.75,2466.75,0
7369-TRPFD,1,0,0,0,19,0,0,2,0,0,0,0,0,0,1,0,3,18.8,357.2,0
1098-KFQEC,0,0,0,0,55,0,0,2,0,0,0,0,0,0,2,0,1,19.4,1067.0,0
7190-XHTWJ,0,0,0,0,38,0,0,2,0,0,0,0,0,0,1,0,3,19.3,733.4,0
0621-TWIEM,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,2,45.55,455.5,1
3537-RYBHH,0,1,0,0,47,0,1,0,1,1,1,0,0,0,0,1,1,67.45,3170.15,0
2485-ITVKB,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,35.1,70.2,1
3669-OYSJI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,46.2,46.2,1
1612-EOHDH,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,45.15,45.15,1
6702-OHFWR,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,2,43.3,43.3,1
5296-BFCYD,1,0,0,0,46,0,0,2,0,0,0,0,0,0,2,1,3,20.1,924.6,0
4510-PYUSH,0,1,0,0,38,0,0,0,1,1,0,0,0,0,0,1,1,57.15,2171.7,1
9359-JANWS,0,0,0,0,65,0,0,0,1,0,1,1,0,0,2,0,1,58.9,3828.5,0
7517-SAWMO,0,0,0,0,19,0,0,1,1,0,0,0,0,0,0,1,2,73.2,1390.8,1
4143-HHPMK,1,0,0,0,52,0,0,1,0,1,0,0,0,1,0,1,2,85.35,4438.2,1
3279-DYZQM,1,0,0,0,71,0,0,2,0,0,0,0,0,0,2,0,3,19.45,1380.95,0
7054-LGEQW,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,45.95,45.95,1
0523-VNGTF,0,1,0,0,52,0,0,0,0,1,1,1,1,0,0,1,2,50.5,2626.0,0
9575-IWCAZ,1,0,0,0,6,0,1,2,0,0,0,0,0,0,1,0,3,25.1,150.60000000000002,0
7105-MXJLL,0,1,0,0,26,0,0,0,0,0,1,0,0,1,1,0,3,60.7,1578.2,0
7064-FRRSW,1,1,0,0,48,0,1,1,0,1,0,0,1,1,1,1,2,99.0,4752.0,0
7940-UQQUG,0,0,0,0,64,0,1,1,1,0,0,1,1,1,1,1,0,104.4,6681.6,0
0923-PNFUB,0,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,2,83.75,251.25,1
3961-SXAXY,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,44.05,44.05,0
7010-BRBUU,1,0,0,0,72,0,1,2,0,0,0,0,0,0,2,0,1,24.1,1735.2,0
3566-HJGPK,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,45.55,45.55,0
3062-ICYZQ,0,0,0,0,51,0,1,1,1,1,0,0,0,1,0,1,2,93.8,4783.8,0
9938-PRCVK,0,0,0,0,41,0,0,2,0,0,0,0,0,0,2,0,0,19.7,807.6999999999999,0
0973-KYVNF,0,0,0,0,72,0,0,0,1,1,1,0,1,0,2,1,1,70.65,5086.8,0
5129-HHMZC,0,0,0,0,43,0,1,0,1,1,0,1,1,1,2,0,1,86.45,3717.35,0
9637-CDTKZ,1,0,0,0,72,0,1,1,1,1,1,1,1,1,2,1,1,114.1,8215.199999999999,0
3946-JEWRQ,1,0,0,0,47,0,1,1,0,0,0,0,1,1,1,1,1,95.2,4474.400000000001,0
7873-CVMAW,1,0,0,0,72,0,1,0,1,1,1,1,1,1,2,0,1,88.55,6375.599999999999,0
0463-WZZKO,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,20.75,62.25,0
3494-JCHRQ,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,70.05,70.05,1
6474-FVJLC,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,2,86.0,172.0,1
4524-QCSSM,1,0,0,0,26,0,0,0,1,1,0,0,0,1,0,1,0,44.65,1160.8999999999999,0
5832-EXGTT,1,0,0,0,29,0,0,0,1,0,0,0,0,1,0,1,3,60.2,1745.8000000000002,0
8840-DQLGN,0,1,0,0,35,0,1,1,1,1,0,1,1,0,0,1,0,100.5,3517.5,1
2039-JONDJ,1,0,0,0,27,0,0,0,1,1,0,0,0,0,1,0,0,55.45,1497.15,0
7217-JYHOQ,1,0,0,0,24,0,0,0,1,1,0,1,0,1,0,1,1,70.3,1687.1999999999998,0
6695-FRVEC,1,0,0,0,67,0,0,0,1,0,1,1,0,0,2,1,0,60.4,4046.7999999999997,0
4547-LYTDD,0,0,0,0,16,0,1,1,0,0,0,0,0,0,0,0,2,72.65,1162.4,1
9894-QMIMJ,0,0,0,0,23,0,0,0,0,1,1,0,0,0,1,0,0,55.8,1283.3999999999999,0
8069-YQQAJ,1,0,0,0,14,0,0,0,0,1,0,0,0,0,0,1,3,31.1,435.40000000000003,0
6770-XUAGN,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,2,21.0,21.0,1
4193-ORFCL,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,45.1,45.1,1
1636-NTNCO,1,1,0,0,4,0,0,0,0,1,0,0,1,1,0,1,1,50.95,203.8,0
3466-WAESX,1,0,0,0,16,0,1,0,1,1,0,0,0,1,0,1,2,69.1,1105.6,0
9281-PKKZE,0,0,0,0,46,0,0,0,0,0,0,0,1,1,0,1,2,43.95,2021.7,0
3638-VBZTA,1,0,0,0,68,0,1,0,1,1,0,1,1,1,2,1,0,86.5,5882.0,0
7459-IMVYU,1,0,0,0,38,0,1,0,1,1,1,1,0,0,0,0,2,69.95,2658.1,0
7776-QWNFX,1,1,0,0,30,0,0,0,0,1,0,0,0,0,0,1,0,50.4,1512.0,1
6689-TCZHQ,0,1,0,0,5,0,0,1,0,0,0,0,0,1,0,0,2,78.95,394.75,1
8563-OYMQY,1,0,0,0,17,0,0,1,0,1,1,0,0,1,0,1,1,90.95,1546.15,0
0754-EEBDC,1,0,0,0,4,0,0,2,0,0,0,0,0,0,2,0,3,19.9,79.6,0
5777-ZPQNC,0,0,0,0,12,0,0,2,0,0,0,0,0,0,1,0,2,20.15,241.79999999999998,0
1951-IEYXM,1,0,0,0,72,0,1,0,1,1,1,1,1,1,2,1,1,90.6,6523.2,0
3318-NMQXL,1,0,0,0,3,0,0,1,0,0,0,0,1,1,0,1,2,92.0,276.0,0
3143-ILDAL,1,0,0,0,56,0,1,1,0,1,0,1,0,1,0,1,2,94.45,5289.2,1
1022-RKXDR,0,0,0,0,41,0,1,2,0,0,0,0,0,0,1,1,3,24.85,1018.85,0
2361-FJWNO,1,0,0,0,40,0,0,0,0,1,0,1,0,0,1,0,1,36.0,1440.0,0
2272-UOINI,0,0,0,0,7,0,0,0,1,1,0,1,1,1,0,1,2,78.5,549.5,0
8232-UTFOZ,1,0,0,0,69,0,0,2,0,0,0,0,0,0,2,0,1,19.95,1376.55,0
3750-YHRYO,1,0,0,0,7,0,0,2,0,0,0,0,0,0,1,0,3,20.65,144.54999999999998,0
6637-KYRCV,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,2,30.5,152.5,0
5668-MEISB,0,0,0,0,72,0,1,1,1,1,1,1,1,0,2,0,1,106.1,7639.2,0
0129-QMPDR,1,0,0,0,44,0,0,2,0,0,0,0,0,0,1,1,0,20.5,902.0,0
7188-CBBBA,0,0,0,0,65,0,1,1,0,1,1,0,1,0,1,1,2,95.5,6207.5,0
5356-CSVSQ,0,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0,2,64.6,193.79999999999998,0
3221-CJMSG,1,0,0,0,24,0,0,0,0,0,0,1,0,0,0,1,1,51.1,1226.4,0
4720-VSTSI,0,0,0,0,44,0,1,1,0,1,1,0,0,0,0,1,0,84.8,3731.2,1
3219-JQRSL,0,1,0,0,72,0,1,0,1,1,1,1,1,1,2,0,1,89.1,6415.2,0
2801-NISEI,1,0,0,0,24,0,0,0,1,0,0,1,0,0,0,0,2,54.95,1318.8000000000002,0
3946-MHCZW,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,50.9,50.9,1
4623-ZKHLY,1,0,0,0,22,0,0,2,0,0,0,0,0,0,0,1,0,20.45,449.9,0
6732-VAILE,1,0,0,0,70,0,1,0,0,1,1,1,1,1,2,1,1,85.95,6016.5,0
8201-AAXCB,1,0,0,0,25,0,1,0,0,0,0,0,1,0,0,0,2,60.35,1508.75,0
7696-CFTAT,1,0,0,0,37,0,0,2,0,0,0,0,0,0,2,0,0,19.8,732.6,0
1845-CSBRZ,0,1,0,0,22,0,1,1,0,0,0,0,1,0,0,0,0,85.35,1877.6999999999998,0
2123-VSCOT,0,0,0,0,59,0,1,0,0,0,1,1,1,0,2,1,0,72.1,4253.9,0
6651-AZVTJ,1,0,0,0,49,0,1,1,0,0,1,0,1,1,0,1,2,99.8,4890.2,1
4566-GOLUK,1,0,0,0,47,0,1,1,0,0,1,1,1,1,0,1,0,107.35,5045.45,1
2484-DGXPZ,0,0,0,0,31,0,0,2,0,0,0,0,0,0,0,1,3,19.55,606.0500000000001,1
2018-QKYGT,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,81.05,81.05,0
2792-VPPET,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,2,20.5,61.5,0
7409-JURKQ,0,0,0,0,53,0,1,1,0,1,1,1,1,1,1,1,0,111.8,5925.4,0
3247-MHJKM,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,20.2,20.2,0
1964-SVLEA,1,0,0,0,20,0,0,2,0,0,0,0,0,0,1,1,3,19.7,394.0,0
4587-NUKOX,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,2,79.1,237.29999999999998,1
7297-DVYGA,0,0,0,0,51,0,0,2,0,0,0,0,0,0,1,1,0,19.85,1012.35,0
2239-CGBUZ,0,0,0,0,51,0,0,0,1,1,0,1,0,0,1,1,0,60.5,3085.5,0
0854-UYHZD,0,0,0,0,13,0,0,2,0,0,0,0,0,0,2,0,3,19.55,254.15,0
7243-LCGGZ,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,20.9,20.9,0
8267-KFGYD,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3,21.05,21.05,0
4890-VMUAV,1,0,0,0,63,0,1,0,1,1,1,1,0,0,1,0,2,71.5,4504.5,0
9261-WDCAF,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,54.65,163.95,0
3764-MNMOI,1,0,0,0,46,0,0,2,0,0,0,0,0,0,2,0,1,19.2,883.1999999999999,0
7442-YGZFK,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,49.8,49.8,0
0420-BWTPW,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,25.5,204.0,1
8229-BUJHX,0,0,0,0,71,0,0,2,0,0,0,0,0,0,2,0,0,20.5,1455.5,0
7449-HVPIV,1,0,0,0,55,0,1,1,0,0,1,0,1,0,0,1,1,90.4,4972.0,0
5504-WSIUR,0,0,0,0,70,0,1,1,0,1,1,1,0,0,1,1,0,90.25,6317.5,0
8183-ONMXC,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,80.75,161.5,1
8466-PZBLH,1,0,0,0,67,0,1,1,1,0,0,1,1,1,2,0,0,104.6,7008.2,0
9614-RMGHA,1,0,0,0,65,0,1,1,0,1,0,0,1,0,0,1,0,91.85,5970.25,1
8735-IJJEG,1,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,1,50.2,702.8000000000001,0
0564-MUUQK,0,0,0,0,20,0,1,1,0,0,1,1,0,1,0,1,0,95.5,1910.0,0
5054-IEXZT,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2,75.35,75.35,1
5834-ASPWA,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,75.45,75.45,1
0701-RFGFI,0,0,0,0,49,0,1,1,0,0,0,0,1,1,0,1,0,95.4,4674.6,0
0019-EFAEP,0,0,0,0,72,0,1,1,1,1,1,0,1,0,2,1,0,101.3,7293.599999999999,0
5619-PTMIK,0,0,0,0,46,0,1,0,1,0,0,0,0,0,0,0,2,53.1,2442.6,0
3737-XBQDD,1,0,0,0,24,0,1,1,0,1,1,0,0,0,0,1,0,84.85,2036.3999999999999,0
5882-CMAZQ,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,2,34.25,171.25,0
5846-QFDFI,0,0,0,0,33,0,1,1,0,1,1,1,0,0,0,0,1,88.6,2923.7999999999997,0
4445-KWOKW,0,0,0,0,42,0,1,0,1,1,0,0,0,0,1,1,0,60.15,2526.2999999999997,0
3511-APPBJ,1,0,0,0,23,0,0,1,1,0,1,0,1,1,1,1,1,99.95,2298.85,0
7967-HYCDE,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,70.7,565.6,0
2430-RRYUW,1,0,0,0,66,0,0,0,1,1,0,0,0,0,1,1,3,54.8,3616.7999999999997,0
3948-XHGNA,1,0,0,0,24,0,0,0,1,0,0,0,0,0,0,1,0,49.55,1189.1999999999998,1
3723-BFBGR,1,1,0,0,24,0,1,0,0,1,0,0,0,0,0,0,1,54.8,1315.1999999999998,0
0565-IYCGT,1,0,0,0,69,0,1,0,1,1,1,1,0,1,1,1,1,78.6,5423.4,1
5447-WZAFP,0,0,0,0,53,0,0,1,0,1,1,0,1,1,1,1,3,100.3,5315.9,0
5110-CHOPY,0,0,0,0,60,0,0,0,1,0,1,0,1,1,2,0,2,53.6,3216.0,0
5445-UTODQ,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,1,2,81.1,567.6999999999999,1
4425-OWHWB,0,0,0,0,20,0,0,2,0,0,0,0,0,0,1,1,1,19.35,387.0,0
7892-QVYKW,0,0,0,0,23,0,1,1,0,0,0,0,0,1,0,0,2,85.6,1968.8,0
9675-ICXCT,1,0,0,0,72,0,0,0,1,0,1,1,1,1,2,1,2,80.8,5817.599999999999,0
1024-VRZHF,1,0,0,0,11,0,1,1,0,0,0,0,0,0,0,1,2,74.95,824.45,1
4703-MQYKT,1,0,0,0,21,0,0,2,0,0,0,0,0,0,2,0,3,19.6,411.6,0
9497-QCMMS,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,2,93.55,93.55,1
5692-ICXLW,1,1,0,0,31,0,1,1,0,1,0,0,1,0,0,1,2,90.7,2811.7000000000003,0
0602-DDUML,0,0,0,0,57,0,0,0,0,1,1,1,1,0,2,0,3,69.75,3975.75,0
2208-MPXIO,0,0,0,0,45,0,0,2,0,0,0,0,0,0,2,1,0,20.0,900.0,0
1960-UYCNN,1,0,0,0,10,0,1,1,0,1,1,0,0,1,0,1,2,95.25,952.5,0
0348-SDKOL,0,0,0,0,58,0,1,1,0,0,1,1,1,1,0,1,1,102.1,5921.799999999999,1
3190-FZATL,1,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,3,19.95,279.3,0
7336-RLLRH,1,0,0,0,27,0,1,0,1,0,0,1,1,1,1,0,3,80.85,2182.95,0
4373-MAVJG,0,0,0,0,14,0,1,1,0,1,0,0,0,1,0,1,0,90.9,1272.6000000000001,1
8901-HJXTF,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,3,29.2,350.4,1
7710-JSYOA,0,0,0,0,69,0,1,1,0,1,0,1,0,1,2,1,0,93.3,6437.7,0
5419-KLXBN,0,0,0,0,25,0,0,1,0,1,1,0,1,0,0,1,0,89.15,2228.75,1
3424-NMNBO,1,1,0,0,58,0,1,1,1,1,1,0,1,1,1,1,2,108.85,6313.299999999999,1
9885-MFVSU,0,0,0,0,35,0,0,0,1,0,0,1,1,0,2,1,1,46.35,1622.25,0
4514-GFCFI,0,1,0,0,16,0,1,1,0,0,0,0,1,0,0,1,2,84.75,1356.0,1
0607-MVMGC,1,0,0,0,45,0,1,0,0,1,1,0,1,1,1,0,1,78.75,3543.75,0
3365-SAIGS,0,0,0,0,17,0,0,1,0,1,0,0,1,0,0,1,2,83.55,1420.35,0
9828-AOQLM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,45.7,45.7,1
8022-BECSI,1,0,0,0,22,0,0,2,0,0,0,0,0,0,1,0,3,19.6,431.20000000000005,0
8000-REIQB,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,69.95,69.95,1
9993-LHIEB,1,0,0,0,67,0,0,0,1,0,1,1,0,1,2,0,3,67.85,4545.95,0
0266-CLZKZ,0,0,0,0,67,0,1,1,0,0,1,1,1,1,2,1,0,105.65,7078.55,0
7615-ESMYF,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,44.6,89.2,1
3858-VOBET,1,0,0,0,23,0,1,1,0,0,0,0,0,0,0,1,2,74.95,1723.8500000000001,1
7020-OZKXZ,0,1,0,0,9,0,0,1,0,0,1,0,0,0,0,0,1,75.5,679.5,0
3977-QCRSL,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,3,20.15,100.75,0
0017-DINOC,1,0,0,0,54,0,0,0,1,0,0,1,1,0,2,0,1,45.2,2440.8,0
1447-PJGGA,0,0,0,0,57,0,0,1,0,0,1,0,1,1,2,1,2,95.25,5429.25,1
8565-CLBZW,1,0,0,0,24,0,1,1,0,0,1,0,1,0,0,1,3,89.85,2156.3999999999996,1
9139-WQQDY,0,0,0,0,49,0,1,1,0,1,0,0,1,1,1,0,3,100.45,4922.05,1
0224-HJAPT,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,47.15,235.75,1
8086-OVPWV,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,2,80.2,160.4,1
9430-FRQOC,0,0,0,0,4,0,1,1,0,0,1,1,0,0,0,1,3,87.1,348.4,1
7639-OPLNG,1,0,0,0,70,0,1,0,1,1,1,1,1,0,2,1,0,79.25,5547.5,0
3074-GQWYX,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,1,0,75.9,379.5,1
1492-QGCLU,1,0,0,0,53,0,1,0,1,0,1,1,1,1,0,0,2,85.7,4542.1,0
6845-RGTYS,0,0,0,0,47,0,1,1,1,1,1,0,1,0,0,1,2,98.75,4641.25,1
7328-OWMOM,0,0,0,0,31,0,0,2,0,0,0,0,0,0,1,0,1,20.1,623.1,0
4418-LZMSV,1,0,0,0,13,0,0,0,0,1,1,1,0,0,0,0,0,61.8,803.4,0
5155-AZQPB,0,0,0,0,28,0,1,0,0,0,0,0,0,0,0,0,3,49.9,1397.2,0
8861-HGGKB,0,0,0,0,10,0,1,1,0,0,0,0,0,1,0,0,2,86.45,864.5,1
1087-GRUYI,1,0,0,0,38,0,0,2,0,0,0,0,0,0,2,0,0,20.4,775.1999999999999,0
7065-YUNRY,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,45.3,45.3,1
7694-VLBWQ,1,0,0,0,67,0,1,1,0,1,1,0,1,1,1,0,2,104.1,6974.7,1
2546-KZAAT,1,0,0,0,52,0,0,0,1,1,0,0,1,1,1,1,3,75.4,3920.8,0
0181-RITDD,1,0,0,0,62,0,0,1,1,1,1,1,1,1,2,0,3,108.15,6705.3,0
5989-PGKJB,0,0,0,0,16,0,0,1,0,1,0,0,0,1,0,1,2,86.25,1380.0,0
4795-KTRTH,0,1,0,0,5,0,1,1,0,1,0,0,0,0,0,1,2,81.0,405.0,1
8272-ONJLV,1,0,0,0,12,0,0,1,0,0,1,0,1,1,1,0,2,95.7,1148.4,0
1488-PBLJN,0,0,0,0,72,0,1,1,1,1,1,1,1,1,2,1,0,116.85,8413.199999999999,0
0308-GIQJT,1,1,0,0,71,0,1,1,0,1,0,1,1,1,1,0,0,105.75,7508.25,0
3778-FOAQW,0,0,0,0,24,0,0,2,0,0,0,0,0,0,1,0,3,20.15,483.59999999999997,0
4452-ROHMO,0,0,0,0,15,0,0,2,0,0,0,0,0,0,2,0,3,19.6,294.0,0
6481-OGDOO,1,0,0,0,67,0,0,1,1,1,0,0,0,1,1,1,1,90.6,6070.2,1
3090-LETTY,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,60.95,121.9,0
5349-AZPEW,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,25.05,125.25,0
3753-TSEMP,0,0,0,0,15,0,0,1,0,0,0,0,1,1,0,0,2,88.15,1322.25,1
8305-VHZBZ,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,3,20.2,20.2,1
9720-JJJOR,1,0,0,0,41,0,0,0,1,1,1,0,0,0,1,1,0,60.3,2472.2999999999997,0
8100-HZZLJ,0,0,0,0,43,0,0,0,1,1,0,0,0,1,0,1,2,63.95,2749.85,0
8775-ERLNB,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,74.3,74.3,0
8309-IEYJD,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,70.6,70.6,0
9172-JITSM,0,0,0,0,26,0,0,1,0,0,0,0,1,1,0,1,2,90.8,2360.7999999999997,1
6298-QDFNH,1,0,0,0,22,0,1,1,0,1,0,0,0,0,0,1,2,79.35,1745.6999999999998,1
7398-HPYZQ,1,0,0,0,71,0,1,0,1,1,1,1,1,1,2,0,0,90.55,6429.05,0
